,ID,DAY_ID,COUNTRY,DE_CONSUMPTION,FR_CONSUMPTION,DE_FR_EXCHANGE,DE_NET_EXPORT,FR_NET_EXPORT,DE_NET_IMPORT,FR_NET_IMPORT,DE_GAS,FR_GAS,DE_COAL,FR_COAL,DE_HYDRO,FR_HYDRO,DE_NUCLEAR,FR_NUCLEAR,DE_SOLAR,FR_SOLAR,DE_WINDPOW,FR_WINDPOW,DE_LIGNITE,DE_RESIDUAL_LOAD,FR_RESIDUAL_LOAD,DE_WIND,FR_WIND,GAS_RET,COAL_RET,CARBON_RET,TARGET,COUNTRY_DE,COUNTRY_FR,LN_FR_CONSUMPTION,LN_DE_COAL,LN_FR_COAL,LN_DE_WINDPOW,LN_FR_WINDPOW
0,1054,206,FR,0.2100987284833114,-0.4274582131657863,-0.6065234951621371,0.09061739593744278,0.6928595710148415,-0.09061739593744278,-0.6928595710148415,0.4412382747669207,-0.2137659133791696,0.7406271216270303,0.288781611129084,2.209047089575228,0.2078382309281285,0.7096140997897139,-0.1904634705988722,0.1017661092405789,1.248911177519735,-0.5733701292335194,-0.2694604805417178,0.8703442891567257,0.6266664228163377,-0.4446609427027537,-0.7908234249630843,-0.2831603961185542,0.3390405863640898,0.1245520599706906,-0.0024447867138458,0.0283133812568542,0,1,1.2732773275580167,1.556169431096288,1.4560026858725597,1.2315772331980883,1.3165528664822954
1,2049,501,FR,-0.022399345587708,-1.00345246520524,-0.0220632467608418,-0.5735195387252847,-1.1308376214004447,0.5735195387252847,1.1308376214004447,0.1747728112653883,0.4269397331734688,-0.1703917050363311,-0.7621528254370653,0.1879638503891928,-0.8071117162817929,-1.882740238974524,-2.1859607711861857,1.987427952177649,3.23738042714508,-0.0355144167050796,-0.1073497959444127,-0.1943079460466215,-0.3954691202643201,-1.1831938117187766,1.5223308636465445,0.8284119037598268,-0.6590913073784734,0.0471142795170799,-0.4903654095824015,-0.112516364811792,0,1,1.097460804229212,1.3427625251068906,1.1749086566625877,1.3773761072739432,1.3590902120497466
2,1924,687,FR,1.3950350928111728,1.9786653993528185,1.0213052419055586,-0.622021238905383,-1.6825866471237902,0.622021238905383,1.6825866471237902,2.3519134762227707,2.122241279820265,1.572266570407559,0.7770529593241452,-0.1085783187004757,0.7791423239044704,-1.8971085607748124,0.735137427940758,-1.1155832703681732,-0.371038674491646,-0.2987545587662653,-0.1412391188730786,0.428272498108994,1.336624620459025,1.9472728440820573,0.4311344857036734,0.4876076468716573,0.5359743475394775,0.743337775067128,0.2049518485585072,-0.1808399597862505,0,1,1.7881973656890167,1.7178018958370238,1.5638238206608257,1.308669368750024,1.350346116688221
3,297,720,DE,-0.9833238837730476,-0.8491980420890692,-0.8395859313179942,-0.2708698412875653,0.5632299001791123,0.2708698412875653,-0.5632299001791123,0.4878182213059783,0.1946589624968633,-1.473816723376251,-0.786025037100165,-0.368417177098884,1.3204834896793642,-0.2055467105736388,-1.5895538879554696,1.7515229138178283,0.5629443640263518,-0.0100900503049942,0.3668850892530882,-2.330557240406623,-1.1918888309771851,-0.9769740254515094,-0.4994093836370882,-0.2362486647853328,0.9116520982212564,-0.2961684423489058,1.073947680274896,-0.2603561005917882,1,0,1.1476570102480486,0.9267095773626444,1.1675084772724815,1.383768661648343,1.4740499607276543
4,1101,818,FR,0.1438073786409816,-0.617037662202979,-0.924989989484042,0.008832710795104504,0.990323600383574,-0.008832710795104504,-0.990323600383574,0.2386929728918584,-0.2408619327881554,1.003734269156524,-0.2749747004973816,-0.2301794742149784,-0.7959829899476969,-0.0055806041234046,0.1769345725545251,0.6935427203351894,0.7235874438286344,-0.7749409224764074,-0.5644977000470582,0.6910404147728033,0.5716129204157725,-0.5262670965987065,-1.0881582553344111,-1.0115596705829857,0.2451089520167537,1.5266058117761336,2.614377951099151,-0.0717326120736016,0,1,1.2187517569541662,1.6101844875088676,1.315073643621242,1.1709512686919188,1.2341631449554968
5,1520,467,FR,-0.2952958672247945,-0.765120231829888,-0.7174900813005115,-1.1171388109374805,-0.2003054144228506,1.1171388109374805,0.2003054144228506,1.5335953657504289,0.3064217179585053,-1.2403161794474291,-0.7759442572741356,2.3069797550177964,0.5932509087710358,-1.2188423234654149,-1.920695093341935,2.1408598870051563,2.0544910201299693,-0.9779762311484462,-0.24562841150331,-0.4621725182547285,-0.0012790296269248,-0.860628310679065,-0.8716001662985844,-0.9172336879005896,0.8910486822555704,0.8614076676222056,1.1244572587668482,0.9321054345960168,0,1,1.173991761317869,1.0151161153960082,1.17064011442229,1.1059267290914745,1.3229209179477797
6,1546,144,FR,-0.2349648932343093,-0.6770853480417063,0.3995880437214672,0.1839977013977057,-0.9862353887047264,-0.1839977013977057,0.9862353887047264,0.8185056603424411,0.0689419568300037,-1.2246590680013043,-0.7680604357209323,0.7407431511271928,0.017134052192775,-0.678965162332777,-1.3478275452481774,1.6004292015094634,1.687112118840143,0.5501486157250282,-0.9031321663691312,-1.8669413565228157,-1.128430601776021,-0.5860513696189525,-0.3189204756615293,-1.2207598617104611,1.8897389885704448,0.4982263479063392,0.6817392519027665,0.192679748277726,0,1,1.2008423050096024,1.0207735980298338,1.1730824413129366,1.5151598952261511,1.1303912244688339
7,1069,1136,FR,0.3322228602385505,-0.5467972255793925,-0.5077730150785651,0.03754521906375885,0.5695847995077787,-0.03754521906375885,-0.5695847995077787,0.317466403000027,-0.1962553938725268,0.8322719800128081,0.421618748419525,1.8732289478299584,0.1587253047227198,0.568656268407379,-0.1196103228312771,1.188312570278506,0.8162179989354051,-0.7386344256782955,-0.8050308137783492,0.7431423637776299,0.509093621933599,-0.4152544898767173,-0.7010351966604155,-0.39485721618777,0.2067689807372768,0.9933037634771696,-0.2237393458007189,0.1128497066002542,0,1,1.2393021408135794,1.5753167463027522,1.486505861716891,1.182145995498346,1.1615774434079207
8,1323,83,FR,-0.0230226731351694,-0.6046939552244551,-1.1967874807816392,-0.5193389458680845,0.3731088823917972,0.5193389458680845,-0.3731088823917972,0.6277069557846582,0.5849961465701421,-1.1252472960635118,-0.7663890655516532,-0.0010410485910354,-1.045716156377977,-0.0087288955643834,-0.137666085368566,0.6977475910838985,0.2246620274937877,-0.018492678005525,-0.7399174264562572,-0.3683385481099586,-0.2047696975060831,-0.4470479462353965,-0.2614956019719678,-0.8415603057898235,2.688207511588379,3.0612102510138035,3.755240079696583,0.0761526694910631,0,1,1.2223939026843142,1.0559666545276325,1.1735994491707633,1.381660471717684,1.1817525243657314
9,1618,307,FR,0.5646573611019932,0.2737763682136477,-0.4390628527311798,-0.6366538007078375,0.3420569857388951,0.6366538007078375,-0.3420569857388951,1.570867371352567,1.0339607165676643,0.2358800405193052,-0.7879907366074305,-0.1198980313435747,0.2149247411136311,-0.4679408779853731,-0.1109800699298937,-0.4968516038743222,-0.140213345279639,-0.6262819596980187,1.2129407909808685,0.612994722879738,1.1540902637322303,0.0278622195410571,-0.7522732424399127,-0.7675779033254404,-1.4871544461723054,-0.6923782242605907,-0.7682829426210807,0.0,0,1,1.4524978317595705,1.443591108291734,1.1668966800755525,1.2160154122565177,1.6511441477665212
